templatic_post_author,templatic_post_date,templatic_post_title,templatic_post_category,templatic_img,templatic_post_content,templatic_post_status,templatic_comment_status,templatic_ping_status,templatic_post_name,templatic_post_type,post_city_id,map_view,address,st_date,st_time,organizer_name,organizer_website,organizer_mobile,country_id,zones_id,alive_days,geo_latitude,geo_longitude
1,2019-02-05 8:16,Daytime Soundbath,"google-listed
",https://www.whatsonyarravalley.com.au/wp-content/uploads/bulk/46491865_2343418765730564_2184442202359332864_n.jpg,[claim_ownership],publish,open,open,Daytime-Soundbath,event,59,Road Map,"2B Louis Avenue, Warburton VIC",2019-02-06,11:00,"The Diamond Light Healing and Workshop Centre
",https://www.evensi.com/daytime-soundbath-diamond-light-healing-workshop-centre/285411837,0438 706 135,13,197,9,-37.746200,145.704120
